,consumer_model
22433,0
22434,0.401362974
22435,0.942116709
22436,0.131100214
22437,0.813441765
22438,0
22439,0
22440,0.076585471
22441,0.048269073
22442,0
22443,0
22444,0
22445,1.453507113
22446,5.825369707
22447,0.216994816
22448,0.397715438
22449,0
22450,0
22451,0
22452,0
22453,inf
22454,0
22455,0
22456,0
22457,0
22458,0
22459,
22460,0.285481842
22461,0.25466108
22462,0
22463,0
22464,5.936070518
22465,0
22466,0
22467,5.946902181
22468,0.065546634
22469,0.687013444
22470,0
22471,0
22472,5.311660418
22473,0
22474,0
22475,0
22476,0
22477,10.82974496
22478,0
22479,0
22480,1.723595607
22481,0
22482,0.89548327
22483,4.504758334
22484,0
22485,0
22486,0.316120115
22487,0.900446226
22488,0
22489,1.255019047
22490,0
22491,0
22492,0.133369864
22493,0.116988561
22494,0
22495,0
22496,0
22497,0
22498,0.107864659
22499,0
22500,inf
22501,0
22502,0
22503,0
22504,0.144658644
22505,0
22506,0
22507,0.127808308
22508,1.786684034
22509,0
22510,inf
22511,16.92198344
22512,0
22513,0
22514,1.355581035
22515,0
22516,0.590696808
22517,0
22518,0
22519,0
22520,0
22521,18.85675146
22522,0
22523,1.797228843
22524,0.091880161
22525,0
22526,
22527,
22528,1.779499009
22529,0
22530,0
22531,0.316176759
22532,
22533,27.14448746
22534,0
22535,0
22536,0
22537,2.719261939
22538,
22539,1.683501147
22540,1.075043521
22541,
22542,0
22543,2.456914782
22544,0
22545,0.943438572
22546,2.989930643
22547,2.184422316
22548,0
22549,
22550,0
22551,0
22552,0.921495899
22553,0.411003762
22554,0.248311334
22555,0
22556,1.000000652
22557,3.441997439
22558,0.738348352
22559,0.346499675
22560,0.39058956
22561,0
22562,0
22563,4.592066894
22564,0
22565,4.214318561
22566,
22567,0
22568,0
22569,1.889511609
22570,1.102756678
22571,0
22572,0
22573,0
22574,4.137029955
22575,0
22576,0
22577,0
22578,5.102431571
22579,0
22580,0
22581,1.320724934
22582,0
22583,0
22584,0
22585,1.749837265
22586,0.70607173
22587,0.35279287
22588,0.166557441
22589,0.74927238
22590,0
22591,0.263614033
22592,0.78350197
22593,1.59796533
22594,0.102057191
22595,0
22596,0
22597,1.113887904
22598,inf
22599,0.343441182
22600,0.470857966
22601,0
22602,
22603,0.163342031
22604,0
22605,0
22606,0
22607,0
22608,0
22609,0.354526395
22610,0.495447453
22611,0
22612,0
22613,5.393287956
22614,1.134163757
22615,0
22616,3.556296664
22617,0
22618,0
22619,1.613618596
22620,0.227228009
22621,0
22622,0
22623,0
22624,0
22625,0.784808774
22626,0
22627,0.551121706
22628,0
22629,0
22630,0.806885622
22631,1.178093981
22632,0
22633,1.059867689
22634,
22635,0
22636,
22637,0
22638,0
22639,0.213146013
22640,0
22641,0.097776431
22642,0.765771956
22643,0.260553911
22644,0
22645,0
22646,9.853799754
22647,inf
22648,0.34372744
22649,0
22650,3.512715761
22651,0.708451778
22652,0
22653,
22654,0
22655,
22656,
22657,0.986260936
22658,0
22659,0
22660,0
22661,0
22662,1.831322682
22663,0.245148135
22664,inf
22665,0
22666,0
22667,
22668,0
22669,
22670,0
22671,0
22672,
22673,0
22674,0
22675,inf
22676,0
22677,0
22678,0.091299772
22679,1.942830827
22680,0
22681,0
22682,0
22683,0
22684,0
22685,0
22686,0
22687,0.780659135
22688,0
22689,0
22690,0.874003352
22691,0
22692,1.354451053
22693,3.284175407
22694,0.304340453
22695,0
22696,
22697,0
22698,
22699,0
22700,0
22701,0
22702,
22703,0.086299437
22704,0
22705,0
22706,0
22707,0
22708,0
22709,0
22710,4.933727364
22711,0
22712,0
22713,0
22714,
22715,0.235489364
22716,0.414546194
22717,
22718,1.066719532
22719,12.26509451
22720,0.813230648
22721,0
22722,inf
22723,0.403397437
22724,0
22725,0
22726,0
22727,3.970631208
22728,0.153579193
22729,3.882397908
22730,17.32311676
22731,0
22732,0
22733,0
22734,4.723858789
22735,0.072938753
22736,0
22737,0
22738,0
22739,0
22740,inf
22741,0
22742,inf
22743,0
22744,0.366732627
22745,0
22746,0
22747,0
22748,3.130234566
22749,0
22750,0.257235362
22751,0
22752,inf
22753,0
22754,0.394894497
22755,0
22756,0.087787147
22757,0.368277836
22758,0
22759,0.832708024
22760,
22761,0
22762,0
22763,0
22764,0
22765,0
22766,0
22767,0
22768,0
22769,0.352657222
22770,2.23800595
22771,2.814584804
22772,0
22773,
22774,0
22775,0.322017405
22776,0
22777,0.274461021
22778,3.251029081
22779,0
22780,0
22781,0
22782,0
22783,0
22784,0
22785,0
22786,0
22787,6.006178882
22788,0.533153973
22789,0
22790,0
22791,0
22792,0
22793,
22794,0
22795,
22796,0
22797,0
22798,0.048261001
22799,0
22800,
22801,0.969972316
22802,0.489573739
22803,0
22804,
22805,0.776180719
22806,0.148269656
22807,inf
22808,10.39798062
22809,0
22810,0
22811,0
22812,0
22813,0
22814,inf
22815,0
22816,0.397198646
22817,0
22818,
22819,
22820,1.571422127
22821,1.394592967
22822,
22823,4.055052033
22824,0
22825,0
22826,0.493663997
22827,0
22828,0
22829,inf
22830,0
22831,0
22832,0.578662226
22833,0.445516922
22834,0
22835,0.67388714
22836,0
22837,0
22838,
22839,
22840,0
22841,0
22842,0
22843,inf
22844,0
22845,3.379156847
22846,1.928334547
22847,0.286632423
22848,inf
22849,0
22850,0.933291156
22851,0
22852,0
22853,0
22854,0
22855,inf
22856,5.477169062
22857,
22858,0
22859,0.409518789
22860,0
22861,0
22862,
22863,0
22864,0.749363233
22865,3.026745429
22866,0
22867,0.489638201
22868,0
22869,0
22870,0
22871,2.833476112
22872,0
22873,9.065633271
22874,inf
22875,0.158922786
22876,0.771715372
22877,inf
22878,
22879,0
22880,0
22881,3.028846688
22882,1.330907209
22883,0
22884,
22885,1.540204884
22886,6.65540885
22887,0
22888,0.14750057
22889,0.494133923
22890,0
22891,0.870980181
22892,0
22893,0
22894,inf
22895,0
22896,0
22897,0
22898,
22899,0
22900,0
22901,0
22902,0
22903,0
22904,9.609398994
22905,0.847965865
22906,0
22907,0
22908,0
22909,0.357922592
22910,0
22911,0
22912,0.129139411
22913,0
22914,0
22915,0.557230773
22916,0
22917,0
22918,0
22919,1.676726318
22920,
22921,0.569716003
22922,20.74985392
22923,inf
22924,1.177265502
22925,39.05554902
22926,0
22927,0
22928,0.464853061
22929,0
22930,0.518270033
22931,0
22932,0
22933,0
22934,0
22935,0.273265425
22936,0
22937,0.27593063
22938,1.082174585
22939,1.023551091
22940,0
22941,0.118173338
22942,0
22943,0.34424586
22944,0.205734836
22945,0.289186081
22946,0
22947,0
22948,4.959643918
22949,0
22950,0
22951,0
22952,0
22953,1.037406245
22954,inf
22955,2.664417632
22956,0.678804866
22957,
22958,1.117340655
22959,inf
22960,0
22961,0.461597276
22962,0
22963,0.167311809
22964,0
22965,0
22966,0
22967,0
22968,0
22969,0
22970,0.605421965
22971,0
22972,0.168844453
22973,0
22974,0
22975,inf
22976,0
22977,0
22978,0
22979,0.616385351
22980,1299.483189
22981,0
22982,
22983,0.937595423
22984,0.021216365
22985,0
22986,2.769444152
22987,0
22988,0
22989,1.197141487
22990,0
22991,0.706122562
22992,0
22993,3.334011773
22994,0
22995,3.736421885
22996,0
22997,0
22998,0.396407607
22999,0.528403927
23000,0.255611771
23001,0
23002,0
23003,2.718582673
23004,0
23005,0
23006,2.697945274
23007,0
23008,0.236256095
23009,0
23010,0
23011,0
23012,0
23013,1.928247723
23014,1.297700885
23015,0.114803411
23016,0.226568872
23017,0
23018,0
23019,0
23020,0.268866282
23021,6.437860879
23022,2.953229786
23023,0
23024,0.476880767
23025,0
23026,0
23027,0
23028,0
23029,0
23030,0
23031,0
23032,0
23033,7.01949955
23034,3.075297316
23035,
23036,0
23037,0.771441406
23038,1.919856288
23039,0
23040,0
23041,
23042,0.516126773
23043,0
23044,0
23045,0
23046,inf
23047,0
23048,0
23049,0
23050,
23051,0
23052,0
23053,0
23054,0.185158628
23055,0.269843581
23056,0
23057,0
23058,0.222452762
23059,0
23060,
23061,0.482849953
23062,0
23063,2.760464216
23064,0
23065,0
23066,0
23067,0.350017956
23068,0
23069,1.269658747
23070,0
23071,0
23072,0
23073,0
23074,0
23075,0
23076,0.074334862
23077,0
23078,6.570323263
23079,0
23080,0
23081,0
23082,0
23083,0.139285772
23084,0
23085,0.804080798
23086,0
23087,1.332692418
23088,0
23089,0
23090,0
23091,0.19461339
23092,0
23093,0
23094,inf
23095,0
23096,0
23097,0
23098,2.100864672
23099,0
23100,inf
23101,0.377147785
23102,0.146278444
23103,0.469667411
23104,0
23105,0
23106,0
23107,0
23108,0
23109,3.224748458
23110,0
23111,0
23112,1.850548606
23113,0.553631404
23114,0
23115,7.658931646
23116,
23117,0
23118,0
23119,
23120,2.058670763
23121,0
23122,0
23123,0
23124,0
23125,0
23126,0
23127,0
23128,
23129,5.793516421
23130,0
23131,0.323293324
23132,0
23133,inf
23134,0
23135,
23136,0.860658208
23137,0
23138,inf
23139,0
23140,0
23141,0
23142,3.106168114
23143,0
23144,0
23145,0
23146,0
23147,0
23148,0
23149,0
23150,0
23151,0
23152,0
23153,
23154,0.2173987
23155,0.108638375
23156,12.28800089
23157,inf
23158,0
23159,0
23160,2.585885497
23161,0.523728085
23162,0
23163,0
23164,12.83204477
23165,0.863391968
23166,0.830140435
23167,0
23168,0
23169,0
23170,0
23171,
23172,inf
23173,
23174,0
23175,0.438785801
23176,0
23177,4.651409861
23178,0.349355233
23179,0
23180,0
23181,
23182,0
23183,0.556362754
23184,0
23185,0.296520802
23186,2.708838403
23187,0
23188,0
23189,3.08532996
23190,0
23191,0
23192,0
23193,0
23194,0.067457634
23195,2.244802189
23196,inf
23197,0
23198,0
23199,0.105404316
23200,inf
23201,0
23202,
23203,
23204,4.103115266
23205,0
23206,0
23207,0.28087711
23208,0
23209,0
23210,7.767274711
23211,0
23212,0
23213,0.296050343
23214,0.227306146
23215,0
23216,0.144159982
23217,0.158757448
23218,0
23219,0
23220,inf
23221,0.436769835
23222,0
23223,0
23224,0.622811431
23225,0.304419829
23226,
23227,5.574128736
23228,inf
23229,0
23230,0
23231,0
23232,0
23233,0.704872329
23234,0
23235,0
23236,0
23237,0
23238,0
23239,0
23240,0.921150826
23241,0.571152419
23242,0.120439852
23243,0
23244,0.827644431
23245,0
23246,0
23247,0
23248,0
23249,0
23250,0
23251,5.712375675
23252,3.461838666
23253,0.910207241
23254,0
23255,0
23256,0
23257,0.346298156
23258,0.219214388
23259,
23260,0
23261,14.44029111
23262,3.704873756
23263,
23264,5.610268922
23265,0
23266,0
23267,0
23268,0
23269,
23270,0
23271,0
23272,0
23273,5.821785781
23274,0
23275,2.506744517
23276,0
23277,0
23278,0
23279,0
23280,0
23281,0
23282,0.980291803
23283,0
23284,0.636664186
23285,1.65769379
23286,5.658598725
23287,0
23288,
23289,0
23290,0
23291,0
23292,1.00875989
23293,0
23294,0
23295,0
23296,0
23297,2.122664206
23298,0
23299,0
23300,0.098432157
23301,0.697177114
23302,2.737493327
23303,2.485199663
23304,0
23305,0.917707131
23306,0
23307,0
23308,0
23309,0
23310,0
23311,
23312,0
23313,1.175775195
23314,0
23315,0
23316,0
23317,inf
23318,
23319,0.742036714
23320,0
23321,2.234697632
23322,0
23323,0
23324,1.528563841
23325,0
23326,0
23327,0
23328,0
23329,0
23330,0.160642669
23331,0.13564917
23332,0
23333,
23334,1.195209387
23335,0
23336,9.560146254
23337,0.893920788
23338,0
23339,0
23340,0
23341,0
23342,0
23343,0
23344,0
23345,inf
23346,inf
23347,1.305348895
23348,0
23349,0
23350,0
23351,0
23352,0
23353,0
23354,0.473579831
23355,0
23356,0
23357,0
23358,0
23359,0
23360,2.206849295
23361,
23362,0
23363,0
23364,0
23365,1.110150967
23366,
23367,0.234443943
23368,0
23369,0.917374529
23370,0
23371,0.390627657
23372,1.188790473
23373,0
23374,0
23375,1.570247784
23376,0
23377,1.455093895
23378,0.125355348
23379,inf
23380,0.240934685
23381,0
23382,0
23383,2.218715521
23384,0
23385,0
23386,0
23387,6.063956265
23388,
23389,0
23390,0
23391,0.361688882
23392,0
23393,0
23394,4.374046965
23395,0
23396,0.30919422
23397,0.696104929
23398,0
23399,1.393293749
23400,2.206955775
23401,0.305660064
23402,
23403,7.768800913
23404,0.212503829
23405,
23406,0
23407,4.526460229
23408,0
23409,inf
23410,
23411,0
23412,0.244486232
23413,
23414,0.096762638
23415,4.982938868
23416,0
23417,0
23418,0.44472443
23419,0.324663014
23420,0
23421,inf
23422,1.574823987
23423,1.428472871
23424,0
23425,0
23426,0.070716912
23427,1.037884036
23428,0
23429,0
23430,1.469198716
23431,0
23432,0.109655281
23433,0
23434,0
23435,0.439859822
23436,0
23437,0.829003412
23438,0
23439,0
23440,inf
23441,3.938415893
23442,0
23443,inf
23444,0
23445,0
23446,0
23447,0
23448,0
23449,0
23450,0
23451,
23452,2.225896665
23453,0
23454,0
23455,0
23456,0.181111212
23457,0.304527718
23458,2.020244528
23459,0
23460,2.294995407
23461,0
23462,1.484545645
23463,0.616406864
23464,0
23465,0
23466,1.265515031
23467,0
23468,0.657244344
23469,0
23470,0
23471,0
23472,0.171978141
23473,
23474,0
23475,0
23476,0
23477,0.137210361
23478,1.974529815
23479,0
23480,0
23481,0
23482,2.507020495
23483,0
23484,1.556969779
23485,
23486,2.744376094
23487,0.096138607
23488,0
23489,0
23490,0
23491,0
23492,0
23493,0
23494,0
23495,0
23496,0
23497,0
23498,0
23499,0
23500,0
23501,0
23502,
23503,
23504,0.660296908
23505,0
23506,0
23507,0
23508,2.049274386
23509,0
23510,0
23511,0
23512,0.306833398
23513,0
23514,0.223016082
23515,0
23516,1.222399486
23517,0
23518,
23519,0
23520,2.426380538
23521,0
23522,0.142267328
23523,0.649890761
23524,0
23525,0.863535704
23526,0.624559039
23527,0
23528,1.151580524
23529,0.201323339
23530,0
23531,0
23532,0
23533,0.506081066
23534,0.289749513
23535,0.337458418
23536,0
23537,0.267894044
23538,0
23539,0
23540,0
23541,2.7445515
23542,0
23543,0
23544,0
23545,0
23546,0
23547,0.154243098
23548,0
23549,0
23550,0
23551,0.477331617
23552,1.040945015
23553,0
23554,0.124071953
23555,0
23556,0.180023465
23557,2.219378413
23558,0
23559,0
23560,0.489220105
23561,1.87387093
23562,0
23563,1.077394496
23564,0
23565,0
23566,0.150244638
23567,0
23568,0
23569,inf
23570,0
23571,
23572,1.257342874
23573,1.330803013
23574,
23575,
23576,0.288025786
23577,0
23578,0
23579,0.574215003
23580,inf
23581,0
23582,0
23583,0
23584,0
23585,0.158651704
23586,0
23587,0.581776024
23588,
23589,0
23590,0.829639729
23591,0
23592,0
23593,0
23594,0
23595,0
23596,0
23597,2.225262228
23598,0
23599,0
23600,0
23601,0
23602,0
23603,0
23604,0
23605,0
23606,0.817173444
23607,0
23608,0.57590452
23609,0
23610,0
23611,0
23612,
23613,0.071563776
23614,0
23615,0
23616,0
23617,
23618,0
23619,0
23620,0.922968502
23621,1.263110431
23622,0
23623,0
23624,0
23625,0.787632147
23626,8.79342981
23627,0
23628,0
23629,1.51111412
23630,
23631,0.460433561
23632,
23633,0
23634,0
23635,0
23636,0
23637,1.24166025
23638,8.137815083
23639,0
23640,0
23641,inf
23642,0
23643,0
23644,
23645,1.967072178
23646,0
23647,0
23648,1.873289297
23649,0
23650,0.175069326
23651,0.222073567
23652,
23653,0.387228798
23654,2.977647955
23655,0
23656,5.244668852
23657,0
23658,0.435877653
23659,0
23660,1.019152671
23661,0
23662,0
23663,0.323549179
23664,inf
23665,0
23666,
23667,0
23668,0
23669,0
23670,0
23671,0
23672,0
23673,0
23674,6.004091095
23675,0
23676,0
23677,0
23678,0
23679,0
23680,0
23681,inf
23682,1.075951535
23683,0.809152222
23684,0
23685,5.753978439
23686,2.117102654
23687,0.15411201
23688,0
23689,0
23690,3.700393914
23691,1.451337313
23692,0
23693,0
23694,0
23695,0.20673894
23696,0
23697,0
23698,0
23699,0
23700,
23701,3.337130946
23702,1.012893541
23703,1.981527538
23704,0
23705,0.427516552
23706,0
23707,2.993992969
23708,0
23709,0.367333499
23710,0.075665581
23711,0
23712,1.12970188
23713,0
23714,0
23715,0
23716,0
23717,0
23718,0.708238362
23719,inf
23720,0
23721,0.111715977
23722,0.465080599
23723,0
23724,0
23725,0
23726,0
23727,0
23728,inf
23729,2.964775249
23730,0
23731,0
23732,0
23733,1.234694095
23734,0
23735,0.113319784
23736,0
23737,1.303621886
23738,0
23739,5.691359283
23740,0
23741,0
23742,0.742385195
23743,0
23744,0
23745,0
23746,4.420142734
23747,0
23748,1.841424548
23749,1.103349663
23750,0
23751,1.360962215
23752,0
23753,0
23754,0.474831338
23755,1.281508048
23756,1.323227723
23757,0
23758,0
23759,
23760,0
23761,
23762,0
23763,
23764,0.252668701
23765,0
23766,0
23767,11.17929922
23768,
23769,0.50331443
23770,4.680012265
23771,0
23772,16.35729438
23773,0.70699939
23774,0
23775,0
23776,0
23777,0
23778,
23779,0
23780,0
23781,0
23782,0
23783,0
23784,0
23785,0
23786,0
23787,5.849307251
23788,0
23789,0
23790,0
23791,0
23792,0
23793,
23794,0
23795,0
23796,0
23797,0
23798,9.003701831
23799,0
23800,0.647352662
23801,inf
23802,0.67579807
23803,0.531671858
23804,0
23805,0
23806,
23807,0
23808,0
23809,0
23810,0
23811,2.259049007
23812,0
23813,
23814,0
23815,0
23816,0
23817,0
23818,2.495418934
23819,0.306423072
23820,0
23821,inf
23822,0
23823,0
23824,0
23825,5.161639178
23826,0
23827,inf
23828,
23829,0
23830,0.51755564
23831,0.252135932
23832,0
23833,0.939582745
23834,
23835,1.12628503
23836,6.560320106
23837,0
23838,
23839,0
23840,0.778286222
23841,0
23842,
23843,
23844,0
23845,0
23846,0.291139021
23847,4.008792228
23848,0.314945944
23849,0
23850,0
23851,0.742413236
23852,1.446764984
23853,0.795256352
23854,0
23855,0.309814996
23856,0.117985933
23857,0
23858,
23859,6.338919534
23860,inf
23861,0
23862,0
23863,inf
23864,0.625055458
23865,0
23866,0
23867,0
23868,inf
23869,0
23870,0.236285074
23871,1.13098535
23872,0.225360435
23873,0
23874,0.03559325
23875,inf
23876,0
23877,0
23878,0
23879,4.433674922
23880,0
23881,0
23882,1.947507245
23883,0.968450546
23884,0
23885,0
23886,0
23887,0
23888,0
23889,
23890,0
23891,0.206864731
23892,0
23893,0
23894,0.179172152
23895,0.65464107
23896,0
23897,0
23898,0
23899,0.304634986
23900,0
23901,1.779093026
23902,0
23903,0
23904,0
23905,0
23906,0
23907,0.302527644
23908,3.152495531
23909,4.818604395
23910,0
23911,0
23912,0
23913,0
23914,0.142722198
23915,0
23916,0.310676995
23917,0
23918,1.247717157
23919,0
23920,45.0784596
23921,0
23922,0
23923,1.208469232
23924,0
23925,0
23926,0.030315736
23927,0.731428133
23928,0.088587297
23929,0
23930,0
23931,0
23932,0
23933,1.085766446
23934,inf
23935,2.502037884
23936,0
23937,1.016160574
23938,0
23939,3.90884996
23940,0
23941,0
23942,0.071307413
23943,inf
23944,2.05952573
23945,0
23946,1.895804835
23947,1.661516787
23948,0.650994564
23949,
23950,
23951,0
23952,0.169253378
23953,1.109927664
23954,0
23955,
23956,0.330952457
23957,0
23958,1.780735217
23959,0
23960,0
23961,0
23962,0
23963,1.008302478
23964,0
23965,0
23966,0
23967,0
23968,4.396473398
23969,0
23970,inf
23971,0.643876243
23972,
23973,0
23974,0.308351608
23975,0
23976,0
23977,0.848800301
23978,0
23979,0.407134998
23980,0
23981,0
23982,0
23983,2.431848089
23984,0
23985,0
23986,2.121272415
23987,0.191198784
23988,0
23989,0
23990,0
23991,7.269141996
23992,0
23993,0
23994,
23995,0
23996,3.672310504
23997,2.137072273
23998,0.34245751
23999,0
24000,0
24001,0.423144352
24002,0
24003,0
24004,3824.006448
24005,0
24006,
24007,0.18459949
24008,1.251163802
24009,0
24010,0.110921448
24011,1.552905618
24012,3.491204201
24013,0
24014,0.579127175
24015,0.917212963
24016,0
24017,7.316622646
24018,1.591878372
24019,0.519092906
24020,0.48106923
24021,8.597460909
24022,0
24023,0
24024,0
24025,0
24026,0
24027,3.906994785
24028,0.426397565
24029,inf
24030,0
24031,0
24032,0
24033,0
24034,0
24035,0
24036,0
24037,0.448458915
24038,1.107022418
24039,1.137775519
24040,0
24041,0.203858867
24042,0.060869989
24043,0.551370811
24044,0
24045,0.082606672
24046,0.671379435
24047,2.442707414
24048,0
24049,0
24050,0
24051,0
24052,0
24053,0
24054,0
24055,1.490946753
24056,3.84396928
24057,0
24058,0
24059,0
24060,0
24061,0.432356506
24062,0.278254487
24063,
24064,0.233363832
24065,0
24066,0.906813557
24067,0
24068,0.681459508
24069,0.842704385
24070,
24071,4.817041271
24072,0.639009093
24073,0
24074,0
24075,1.771598607
24076,0
24077,0
24078,0.618837952
24079,0
24080,8.715239745
24081,0
24082,0
24083,0
24084,0
24085,0
24086,0
24087,0
24088,0
24089,0
24090,0
24091,0.466503721
24092,0.320667565
24093,0.649510701
24094,0.372886258
24095,0.283571722
24096,0
24097,0
24098,0.713036196
24099,0
24100,0.912653655
24101,0
24102,0
24103,0
24104,0
24105,0
24106,18.73823921
24107,0
24108,0.823753014
24109,inf
24110,3.257170856
24111,0
24112,1.233952982
24113,0
24114,0
24115,0
24116,0
24117,0.422421013
24118,0
24119,3.747344339
24120,0
24121,0.608534461
24122,0
24123,0.71656623
24124,0
24125,0
24126,0
24127,0
24128,0
24129,0
24130,
24131,0.132540528
24132,0
24133,0
24134,0.53199409
24135,0
24136,0
24137,0
24138,1.409911658
24139,0
24140,0
24141,9.193469144
24142,0
24143,2.533230109
24144,0.452217756
24145,1.202176982
24146,0
24147,0
24148,0.072733322
24149,0
24150,0
24151,
24152,1.3749961
24153,0.551696582
24154,0
24155,inf
24156,1.062429615
24157,0.479220289
24158,
24159,0
24160,0.175754715
24161,0
24162,0
24163,0
24164,1.920509179
24165,0
24166,0.381717872
24167,0
24168,0.549072773
24169,0
24170,0
24171,0.084472091
24172,0
24173,0
24174,1.606053832
24175,
24176,0.261254693
24177,
