,click_model
30200,0
30201,0.303030303
30202,1
30203,0.714285714
30204,0
30205,0.375
30206,0.05
30207,3
30208,
30209,0.5
30210,5.25
30211,0
30212,0
30213,0
30214,0
30215,
30216,0
30217,0.4
30218,0.1
30219,0.923076923
30220,0
30221,
30222,0
30223,0
30224,0
30225,2
30226,0
30227,0
30228,2.2
30229,0.016393443
30230,0
30231,0
30232,0.875
30233,0
30234,0
30235,0.5
30236,0
30237,1
30238,0.5
30239,0
30240,0.4
30241,0
30242,1.933333333
30243,
30244,0.5
30245,inf
30246,0
30247,1.4
30248,
30249,0
30250,0.333333333
30251,0
30252,0
30253,0
30254,0
30255,0
30256,0
30257,0.166666667
30258,0
30259,0.066666667
30260,6
30261,0
30262,0
30263,0
30264,0
30265,0
30266,0
30267,
30268,0
30269,0.125
30270,0.105263158
30271,1
30272,0
30273,0
30274,1
30275,0.28
30276,1.027777778
30277,0
30278,0
30279,0
30280,0
30281,0
30282,0
30283,
30284,inf
30285,0
30286,0.3
30287,0
30288,
30289,0
30290,0
30291,2
30292,0
30293,0
30294,0.166666667
30295,0.461538462
30296,0
30297,inf
30298,0
30299,0.2
30300,
30301,4
30302,0
30303,0
30304,0
30305,0
30306,0
30307,0
30308,0
30309,0
30310,1
30311,0
30312,
30313,0
30314,0
30315,0.107142857
30316,0.125
30317,0
30318,4.583333333
30319,0
30320,0
30321,1.25
30322,0
30323,0
30324,0
30325,0
30326,0.5
30327,0
30328,0
30329,0.111111111
30330,0
30331,0
30332,0.285714286
30333,0
30334,
30335,0
30336,0.1
30337,0
30338,0
30339,1.333333333
30340,5.333333333
30341,0
30342,0
30343,0
30344,0
30345,0
30346,0
30347,0
30348,0
30349,0
30350,0
30351,
30352,0.096774194
30353,0
30354,0
30355,0
30356,0
30357,0.215686275
30358,
30359,0
30360,0
30361,0.024390244
30362,0
30363,0
30364,0
30365,0.378378378
30366,0.571428571
30367,0
30368,0.5
30369,0
30370,0.5
30371,0
30372,0
30373,0
30374,0.111111111
30375,0.578947368
30376,0
30377,0
30378,0
30379,
30380,0.3125
30381,1.333333333
30382,1.75
30383,0
30384,0
30385,1
30386,0
30387,0
30388,0.666666667
30389,0
30390,0
30391,0
30392,0
30393,0
30394,0
30395,0
30396,0.333333333
30397,0
30398,0
30399,0.133333333
30400,0
30401,0.2
30402,0
30403,0
30404,0.052631579
30405,0
30406,0.857142857
30407,0
30408,0
30409,0
30410,0.611111111
30411,inf
30412,0
30413,
30414,0
30415,0
30416,1.166666667
30417,0
30418,0
30419,0
30420,inf
30421,0
30422,0
30423,inf
30424,0.5
30425,0
30426,3
30427,0
30428,0
30429,0.333333333
30430,0
30431,0
30432,0
30433,0
30434,0
30435,0.2
30436,0
30437,0
30438,1
30439,5
30440,0
30441,2.666666667
30442,0.5
30443,0.666666667
30444,6.666666667
30445,
30446,0
30447,0.25
30448,0
30449,0
30450,0.078947368
30451,0
30452,0
30453,0
30454,0
30455,2.666666667
30456,0
30457,0
30458,0
30459,1
30460,
30461,1
30462,1.25
30463,0
30464,0.076923077
30465,0
30466,0
30467,0
30468,0
30469,0
30470,0
30471,0
30472,0.5
30473,0.166666667
30474,0
30475,
30476,0
30477,0
30478,0
30479,0
30480,1
30481,0.333333333
30482,0
30483,
30484,0.5
30485,0
30486,0
30487,0
30488,0
30489,0.263157895
30490,1
30491,0
30492,6
30493,0.096774194
30494,0
30495,
30496,0.125
30497,0
30498,0
30499,inf
30500,0
30501,0.083333333
30502,0
30503,2.166666667
30504,0
30505,0
30506,0
30507,0.5
30508,0.121212121
30509,11
30510,0.259259259
30511,0
30512,0
30513,1
30514,0
30515,0
30516,0.5
30517,0
30518,0
30519,0
30520,0
30521,0
30522,
30523,0
30524,0
30525,0
30526,5
30527,0
30528,0
30529,0
30530,0
30531,0
30532,1.058823529
30533,0
30534,0
30535,
30536,0.333333333
30537,0
30538,0.166666667
30539,0
30540,0.2
30541,2.75
30542,
30543,0.5
30544,0.111111111
30545,0
30546,0
30547,0
30548,0.4
30549,0
30550,0.714285714
30551,1.25
30552,0
30553,0.25
30554,0
30555,0
30556,0.142857143
30557,0
30558,0
30559,0
30560,0
30561,
30562,0
30563,0
30564,0
30565,0.222222222
30566,0
30567,0
30568,0.083333333
30569,2.833333333
30570,0
30571,0.888888889
30572,0
30573,0
30574,0.2
30575,0
30576,0
30577,0
30578,0
30579,inf
30580,
30581,0
30582,0.153846154
30583,0
30584,0
30585,
30586,0
30587,0
30588,0.666666667
30589,0
30590,0
30591,0.45
30592,0.074074074
30593,0
30594,2
30595,1.090909091
30596,0
30597,0
30598,0
30599,0
30600,inf
30601,0
30602,0
30603,1.4
30604,0
30605,27
30606,0.666666667
30607,0.666666667
30608,inf
30609,inf
30610,0
30611,0
30612,0.173913043
30613,0.270833333
30614,0.1
30615,0
30616,0.260869565
30617,0
30618,0
30619,0
30620,0
30621,0
30622,0
30623,0.75
30624,0
30625,0
30626,0
30627,0.2
30628,0
30629,0
30630,1
30631,0.333333333
30632,0
30633,0
30634,0
30635,0
30636,1
30637,0.2
30638,0
30639,0.214285714
30640,0.166666667
30641,0.5625
30642,
30643,1.333333333
30644,0
30645,0
30646,0
30647,0.470588235
30648,0
30649,0
30650,0
30651,0
30652,0
30653,0.115384615
30654,0.111111111
30655,inf
30656,inf
30657,0
30658,0
30659,0
30660,1
30661,0.125
30662,0.055555556
30663,0
30664,0
30665,1.25
30666,0
30667,0
30668,0.130434783
30669,2
30670,0.25
30671,1
30672,0.068181818
30673,0
30674,0.555555556
30675,0
30676,0
30677,1
30678,0.25
30679,0
30680,0.047619048
30681,
30682,0.083333333
30683,0
30684,0.4
30685,0
30686,0.208333333
30687,1.833333333
30688,
30689,0
30690,0
30691,0
30692,0
30693,0
30694,0.181818182
30695,0.161290323
30696,0
30697,0
30698,2.333333333
30699,0.028571429
30700,0
30701,0.307692308
30702,0
30703,0.125
30704,0.2
30705,0.375
30706,0.333333333
30707,0
30708,0.5
30709,0
30710,0.75
30711,0
30712,
30713,0.2
30714,1
30715,0
30716,0
30717,0.076923077
30718,0
30719,0.166666667
30720,0.081818182
30721,0
30722,0.8
30723,1.6
30724,2
30725,0
30726,0
30727,1
30728,0.2
30729,0
30730,0
30731,0
30732,0
30733,
30734,0
30735,0.173913043
30736,0.583333333
30737,4.666666667
30738,0.444444444
30739,0
30740,0
30741,
30742,0
30743,1.333333333
30744,0.2
30745,0
30746,
30747,0
30748,0
30749,0.086956522
30750,0
30751,0.259259259
30752,0.5
30753,inf
30754,0
30755,
30756,0.090909091
30757,0
30758,0
30759,3.333333333
30760,0
30761,0.2
30762,0
30763,0
30764,0
30765,0.333333333
30766,4
30767,0
30768,0
30769,0
30770,0.142857143
30771,0.142857143
30772,0
30773,0
30774,1
30775,1.2
30776,0.277777778
30777,0.166666667
30778,0
30779,0.5
30780,0
30781,0
30782,0.105263158
30783,28
30784,0.142857143
30785,0.3
30786,0.4
30787,1
30788,0
30789,0.102564103
30790,0
30791,0
30792,0
30793,
30794,2.5
30795,0.055555556
30796,0
30797,0
30798,0.076923077
30799,0
30800,inf
30801,0
30802,0.4
30803,0
30804,0
30805,0
30806,1.333333333
30807,0
30808,0
30809,0
30810,0
30811,0
30812,3.5
30813,0
30814,0
30815,
30816,0
30817,0
30818,0.2
30819,0.333333333
30820,0
30821,0
30822,0
30823,0
30824,0
30825,0.125
30826,0.222222222
30827,inf
30828,0.333333333
30829,0
30830,0
30831,0
30832,0
30833,0
30834,0
30835,
30836,0
30837,0
30838,0.090909091
30839,0
30840,0
30841,0
30842,0
30843,inf
30844,2.5
30845,0.4
30846,0
30847,0
30848,0.6
30849,6
30850,0.125
30851,0
30852,
30853,0
30854,0
30855,18
30856,0
30857,0
30858,0.041666667
30859,0
30860,0
30861,0
30862,0.02173913
30863,0.2
30864,
30865,0
30866,0.823529412
30867,0
30868,
30869,0
30870,0
30871,0.666666667
30872,0.357142857
30873,0
30874,0
30875,0
30876,0
30877,0
30878,
30879,0
30880,0
30881,0.142857143
30882,0
30883,0.333333333
30884,1.5
30885,0
30886,0
30887,0
30888,0
30889,0
30890,inf
30891,0
30892,0.333333333
30893,0
30894,0
30895,1
30896,0
30897,inf
30898,0
30899,
30900,0
30901,0.5
30902,0
30903,1.071428571
30904,0
30905,
30906,0
30907,
30908,0
30909,0.538461538
30910,0
30911,0.022222222
30912,0
30913,0
30914,
30915,1
30916,
30917,0
30918,0
30919,
30920,0
30921,15
30922,0
30923,0
30924,0
30925,3
30926,0
30927,inf
30928,inf
30929,
30930,0
30931,0
30932,0.046511628
30933,0.125
30934,0
30935,0
30936,inf
30937,0
30938,0.4
30939,0
30940,0
30941,inf
30942,0
30943,0.125
30944,2.142857143
30945,0
30946,0.333333333
30947,
30948,0
30949,0.666666667
30950,0
30951,0
30952,0
30953,0
30954,
30955,0
30956,
30957,0
30958,0
30959,0.4
30960,0.4375
30961,
30962,1.909090909
30963,0
30964,0.111111111
30965,0
30966,0
30967,1
30968,0
30969,0
30970,0.571428571
30971,0
30972,0.333333333
30973,0.166666667
30974,0
30975,0
30976,0
30977,1
30978,0
30979,0
30980,0.105263158
30981,0.5
30982,
30983,0.5
30984,0
30985,0.125
30986,3
30987,0
30988,
30989,0.333333333
30990,0
30991,0
30992,0
30993,0
30994,0
30995,
30996,0
30997,0
30998,
30999,0
31000,0
31001,0.75
31002,0
31003,0
31004,1
31005,
31006,0
31007,1.090909091
31008,0
31009,1
31010,0
31011,0
31012,0.764705882
31013,0
31014,0
31015,0.6
31016,0
31017,0
31018,0.333333333
31019,0
31020,0
31021,0
31022,0
31023,7
31024,0
31025,
31026,0.142857143
31027,0
31028,0
31029,
31030,0
31031,
31032,0
31033,
31034,0
31035,0
31036,0.2
31037,0
31038,0.5
31039,0.25
31040,0
31041,0
31042,0
31043,0.153846154
31044,0
31045,0.058823529
31046,0.333333333
31047,0.142857143
31048,0
31049,0
31050,0
31051,0
31052,
31053,0
31054,2
31055,0
31056,0
31057,0
31058,0
31059,0
31060,2.916666667
31061,0
31062,0.285714286
31063,0
31064,0.5
31065,inf
31066,0
31067,0.1
31068,0
31069,0
31070,0
31071,0
31072,0
31073,0
31074,0
31075,0.75
31076,0.375
31077,inf
31078,inf
31079,0
31080,inf
31081,
31082,1.5
31083,0
31084,0
31085,0
31086,0
31087,1.25
31088,0.166666667
31089,0
31090,
31091,0.25
31092,0
31093,2
31094,0
31095,0
31096,0
31097,0.666666667
31098,0
31099,0
31100,0
31101,0
31102,0.25
31103,0
31104,0.133333333
31105,0
31106,0
31107,0
31108,0
31109,inf
31110,inf
31111,5.2
31112,0.333333333
31113,0
31114,0.5
31115,0.571428571
31116,0.5
31117,0
31118,0
31119,0
31120,3.666666667
31121,0
31122,0
31123,0
31124,
31125,2
31126,inf
31127,0
31128,0.666666667
31129,0.5
31130,1.090909091
31131,0
31132,0.071428571
31133,0.2
31134,1.166666667
31135,0
31136,0
31137,0.076923077
31138,0
31139,0
31140,0.333333333
31141,0.076923077
31142,0
31143,0
31144,0
31145,
31146,0
31147,0
31148,0
31149,0.166666667
31150,inf
31151,
31152,0.75
31153,0.703703704
31154,0.090909091
31155,0
31156,0
31157,0
31158,0.6
31159,inf
31160,0
31161,0
31162,5
31163,0
31164,0.333333333
31165,0.153846154
31166,0.2
31167,0
31168,inf
31169,0
31170,0
31171,0
31172,0
31173,0
31174,0.076923077
31175,1.4
31176,
31177,0
31178,0
31179,1.166666667
31180,1
31181,3
31182,0
31183,0
31184,0
31185,0
31186,0.125
31187,0
31188,0
31189,0
31190,0
31191,0
31192,1.5
31193,2.5
31194,0
31195,0
31196,0
31197,0
31198,0.027777778
31199,0
31200,0
31201,0
31202,0
31203,0
31204,0
31205,0
31206,0.090909091
31207,0
31208,0
31209,0
31210,0
31211,0
31212,0
31213,
31214,0.083333333
31215,6
31216,0.666666667
31217,3
31218,0
31219,0
31220,0
31221,0
31222,0
31223,0
31224,
31225,0
31226,1
31227,0
31228,1.166666667
31229,0
31230,0
31231,2
31232,0
31233,
31234,1.6
31235,0.333333333
31236,0
31237,0
31238,0.6
31239,0
31240,0
31241,0
31242,0.333333333
31243,0.2
31244,0.2
31245,0
31246,0
31247,0
31248,0
31249,0
31250,0
31251,1.565217391
31252,0
31253,0
31254,1.125
31255,1
31256,0
31257,0.666666667
31258,0
31259,0.111111111
31260,0.5
31261,0
31262,inf
31263,
31264,0
31265,0
31266,0
31267,0
31268,
31269,0
31270,0
31271,1.166666667
31272,0
31273,0
31274,inf
31275,0.214285714
31276,0
31277,0
31278,0
31279,0
31280,0
31281,0
31282,0
31283,0
31284,0.305555556
31285,0
31286,0
31287,0
31288,0
31289,0.166666667
31290,0
31291,0
31292,
31293,1.142857143
31294,0
31295,0
31296,0.125
31297,0
31298,0
31299,0
31300,0
31301,0.5
31302,0
31303,0
31304,0
31305,
31306,3.6
31307,0
31308,0
31309,0
31310,0
31311,0.125
31312,0
31313,0
31314,2.333333333
31315,0.428571429
31316,0
31317,0
31318,0
31319,0
31320,0
31321,
31322,0.333333333
31323,
31324,32
31325,0
31326,0
31327,0.75
31328,0
31329,0
31330,0
31331,0
31332,0
31333,0.5
31334,
31335,0
31336,0
31337,0
31338,0
31339,0
31340,0.666666667
31341,0
31342,0
31343,0
31344,0
31345,0.076923077
31346,0
31347,0
31348,1.222222222
31349,0
31350,1
31351,0
31352,0
31353,0
31354,inf
31355,0
31356,0
31357,inf
31358,0
31359,0.181818182
31360,0
31361,0
31362,0
31363,0.15
31364,10
31365,0
31366,0
31367,
31368,0
31369,0
31370,0
31371,1
31372,0
31373,0
31374,0.357142857
31375,0.75
31376,1
31377,0.25
31378,0
31379,0
31380,0.333333333
31381,inf
31382,0
31383,0
31384,0
31385,0
31386,4.2
31387,
31388,0
31389,0
31390,0.071428571
31391,1.666666667
31392,0
31393,0
31394,1.833333333
31395,inf
31396,0
31397,0.208333333
31398,0.5
31399,0.142857143
31400,0
31401,0.428571429
31402,
31403,0
31404,0
31405,0
31406,0
31407,0
31408,0
31409,0
31410,
31411,0.333333333
31412,0
31413,inf
31414,0.928571429
31415,0
31416,
31417,0
31418,0
31419,
31420,
31421,0.055555556
31422,0
31423,0.5
31424,0
31425,0
31426,0
31427,0
31428,0.5
31429,0.028169014
31430,
31431,4
31432,0
31433,0
31434,0
31435,0
31436,0
31437,0
31438,0
31439,2
31440,0.666666667
31441,0
31442,inf
31443,0
31444,0
31445,0
31446,0.027777778
31447,0
31448,0.4
31449,0
31450,0
31451,
31452,1
31453,0.071428571
31454,inf
31455,0.454545455
31456,0.4
31457,inf
31458,0
31459,0
31460,0.333333333
31461,0
31462,
31463,0
31464,0
31465,0.333333333
31466,0
31467,0
31468,0
31469,0
31470,0.142857143
31471,0.181818182
31472,0
31473,0
31474,0
31475,1
31476,0
31477,0
31478,
31479,
31480,0
31481,0.157894737
31482,0.428571429
31483,0
31484,0
31485,8.166666667
31486,1
31487,0
31488,
31489,0
31490,0
31491,0.333333333
31492,0.111111111
31493,0
31494,0.1
31495,
31496,1
31497,0
31498,0.5
31499,0
31500,1
31501,0
31502,0.947368421
31503,0
31504,0
31505,0
31506,0
31507,0.5
31508,0
31509,0
31510,0.333333333
31511,0
31512,0.142857143
31513,0.333333333
31514,0
31515,0
31516,
31517,0
31518,0.125
31519,0
31520,0
31521,0
31522,0
31523,
31524,0
31525,inf
31526,0
31527,
31528,0.4
31529,1
31530,0
31531,0
31532,0
31533,0
31534,0
31535,0
31536,
31537,5
31538,inf
31539,0.35
31540,1
31541,0
31542,inf
31543,0.285714286
31544,0
31545,0
31546,0
31547,0
31548,inf
31549,0
31550,0.166666667
31551,
31552,0
31553,0.666666667
31554,0.0625
31555,inf
31556,0
31557,0
31558,0
31559,0
31560,3.666666667
31561,
31562,0
31563,0
31564,0.090909091
31565,0
31566,1
31567,0.4
31568,0
31569,1.2
31570,0
31571,0
31572,0
31573,0
31574,0
31575,0
31576,0
31577,0.020408163
31578,0.157894737
31579,0
31580,
31581,0
31582,0
31583,0
31584,0
31585,0
31586,0.142857143
31587,0
31588,0
31589,1.166666667
31590,0.421052632
31591,0
31592,0
31593,0
31594,
31595,2.5
31596,0.5
31597,0.090909091
31598,0.032258065
31599,3
31600,0
31601,
31602,0
31603,0
31604,0.6
31605,inf
31606,0
31607,0
31608,0
31609,0
31610,0
31611,inf
31612,0
31613,0
31614,0
31615,0
31616,0
31617,0.052631579
31618,0
31619,0.217391304
31620,0
31621,0
31622,10
31623,2.5
31624,0
31625,inf
31626,0
31627,0
31628,1.25
31629,0
31630,0
31631,0
31632,inf
31633,0
31634,
31635,0
31636,0
31637,1.5
31638,0
31639,0
31640,0
31641,0
31642,inf
31643,0
31644,0
31645,0.5
31646,0.083333333
31647,0
31648,
31649,1.25
31650,0
31651,0
31652,0
31653,0
31654,0.025641026
31655,1
31656,0.2
31657,0
31658,0
31659,0
31660,0.181818182
31661,0.375
31662,3
31663,1.333333333
31664,2
31665,0
31666,0
31667,0
31668,0.068965517
31669,0
31670,
31671,0
31672,0
31673,2
31674,0
31675,0
31676,0
31677,0
31678,0
31679,0.666666667
31680,inf
31681,0
31682,0
31683,0
31684,0
31685,0
31686,0
31687,inf
31688,0
31689,0
31690,inf
31691,0
31692,
31693,0
31694,0
31695,0
31696,inf
31697,0.375
31698,0
31699,0.025641026
31700,0
31701,0.041666667
31702,0.065217391
31703,inf
31704,0
31705,0.8
31706,0
31707,0
31708,0.181818182
31709,0
31710,0
31711,0
31712,0
31713,2
31714,0.208333333
31715,0
31716,0
31717,0.076923077
31718,0
31719,0
31720,0
31721,0.076923077
31722,0
31723,0
31724,0
31725,0
31726,0
31727,
31728,2.75
31729,
31730,
31731,0
31732,0
31733,0
31734,0
31735,0
31736,
31737,0
31738,0.125
31739,0
31740,0
31741,inf
31742,0
31743,0
31744,0
31745,0
31746,0
31747,0.4
31748,
31749,0.5
31750,1.333333333
31751,0
31752,0.7
31753,0
31754,0
31755,0
31756,0
31757,0
31758,0.095238095
31759,0
31760,0
31761,1
31762,0
31763,0
31764,0.761904762
31765,0
31766,0
31767,0.75
31768,1.5
31769,0
31770,2
31771,0.666666667
31772,0
31773,0.5
31774,0
31775,0
31776,0
31777,0
31778,0.125
31779,0
31780,0
31781,0
31782,0
31783,0
31784,0
31785,0
31786,
31787,0
31788,5
31789,0
31790,0
31791,0
31792,
31793,0
31794,0.142857143
31795,1.4
31796,0
31797,0
31798,0
31799,0.428571429
31800,0.111111111
31801,
31802,0
31803,0
31804,0
31805,0
31806,1.6
31807,0.857142857
31808,0.25
31809,0
31810,0
31811,0.777777778
31812,0
31813,0
31814,0
31815,0
31816,0
31817,0
31818,0
31819,0
31820,0
31821,
31822,5.666666667
31823,3
31824,0
31825,2.5
31826,
31827,0.090909091
31828,0
31829,0
31830,0
31831,0
31832,0.25
31833,0
31834,0.2
31835,0.25
31836,0
31837,0.375
31838,0
31839,0
31840,0
31841,inf
31842,0
31843,0
31844,0.1
31845,0
31846,0
31847,0
31848,
31849,inf
31850,0.5
31851,0
31852,0.230769231
31853,0.148148148
31854,0
31855,0
31856,0
31857,0.071428571
31858,0
31859,0
31860,0
31861,0
31862,inf
31863,20
31864,0
31865,0
31866,
31867,0
31868,0.153846154
31869,0.130434783
31870,0
31871,inf
31872,0
31873,1
31874,0
31875,0
31876,0
31877,0
31878,0
31879,0
31880,0.166666667
31881,0
31882,0
31883,0
31884,0
31885,0
31886,0
31887,0
31888,0.285714286
31889,0
31890,0
31891,0
31892,0
31893,0
31894,
31895,0.027027027
31896,1
31897,0
31898,0.055555556
31899,0.066666667
31900,0
31901,inf
31902,0
31903,0.8
31904,0
31905,0
31906,0
31907,0
31908,0
31909,0
31910,1
31911,0
31912,0
31913,0
31914,0
31915,0
31916,0
31917,0
31918,1
31919,
31920,0
31921,0
31922,0.333333333
31923,inf
31924,0
31925,0.2
31926,
31927,inf
31928,0.125
31929,5
31930,0
31931,0.047619048
31932,0.05
31933,0.25
31934,0
31935,0.8
31936,0.25
31937,0
31938,0
31939,0
31940,0
31941,0
31942,3
31943,0
31944,0.333333333
31945,0
31946,0
31947,0
31948,0
31949,4
31950,
31951,0
31952,0
31953,0
31954,0
31955,
31956,1.857142857
31957,0
31958,0.2
31959,0
31960,
31961,0
31962,1.666666667
31963,0
31964,0.1
31965,0
31966,0.107142857
31967,1.5
31968,0
31969,0
31970,4
31971,inf
31972,
31973,inf
31974,0
31975,0
31976,0.2
31977,0
31978,0
31979,0
31980,0
31981,0
31982,0.333333333
31983,1.5
31984,2.8
31985,2
31986,0
31987,1
31988,0.375
31989,0
31990,0
31991,0
31992,0
31993,0
31994,0
31995,0.153846154
31996,0.142857143
31997,1
31998,0
31999,0.166666667
32000,0.8
32001,2.666666667
32002,0.125
32003,0
32004,0
32005,0
32006,0.166666667
32007,
32008,0
32009,0
32010,0.153846154
32011,0
32012,0
32013,0
32014,0
32015,0
32016,0.75
32017,0
32018,0
32019,0
32020,0
32021,0.5
32022,0
32023,0
32024,1
32025,0
32026,2
32027,0
32028,0.857142857
32029,0
32030,0
32031,0
32032,0
32033,
32034,0
32035,0
32036,0.714285714
32037,0.076923077
32038,0
32039,0.75
32040,0.666666667
32041,0
32042,0
32043,2.5
32044,
32045,3
32046,
32047,0
32048,4.125
32049,0
32050,0.5
32051,1
32052,0
32053,0
32054,0
32055,0
32056,0
32057,0
32058,0.176470588
32059,0.25
32060,0
32061,
32062,inf
32063,
32064,0.5
32065,
32066,0
32067,0
32068,0
32069,0
32070,0.04
32071,0.111111111
32072,0
32073,inf
32074,0
32075,0
32076,0
32077,0.085106383
32078,0
32079,1.166666667
32080,0.111111111
32081,0
32082,
32083,0
32084,0
32085,0
32086,
32087,0
32088,0
32089,0
32090,
32091,0
32092,0.0625
32093,0.666666667
32094,0.125
32095,0
32096,0
32097,0.5
32098,0.166666667
32099,0
32100,0
32101,0.2
32102,0
32103,0
32104,0
32105,0
32106,0
32107,0
32108,0.333333333
32109,0
32110,0
32111,0
32112,0
32113,0.25
32114,0
32115,0
32116,0
32117,0
32118,
32119,inf
32120,0.333333333
32121,0
32122,0.090909091
32123,inf
32124,0
32125,0.272727273
32126,0
32127,0
32128,0.333333333
32129,0
32130,0
32131,0
32132,0
32133,0.833333333
32134,0
32135,0.25
32136,0
32137,2.5
32138,0
32139,2.272727273
32140,0
32141,0.5
32142,0.538461538
32143,1
32144,0.375
32145,0
32146,2
32147,0
32148,0
32149,
32150,0
32151,1.222222222
32152,0.461538462
32153,0
32154,
32155,1
32156,0.333333333
32157,11
32158,0
32159,6
32160,0.25
32161,0
32162,0.4
32163,inf
32164,0
32165,0.666666667
32166,0
32167,0.181818182
32168,0
32169,0.111111111
32170,inf
32171,4
32172,0
32173,3
32174,0
32175,0
32176,0
32177,7.666666667
32178,0
32179,0.2
32180,0
32181,0
32182,0
32183,0
32184,0
32185,0
32186,0
32187,
32188,0.133333333
32189,inf
32190,0
32191,0
32192,1.666666667
32193,0
32194,0
32195,inf
32196,0
32197,3
32198,0
32199,0.125
32200,0
32201,0
32202,0
32203,0.533333333
32204,0
32205,0
32206,1
32207,0.37037037
32208,0.032258065
32209,0.666666667
32210,0.032258065
32211,0
32212,0
32213,1.2
32214,3
32215,0.583333333
32216,0
32217,
32218,0
32219,0
32220,
32221,0.095238095
32222,0.111111111
32223,0.5
32224,17
32225,0
32226,0.166666667
32227,0
32228,0
32229,0.6
32230,0
32231,0.019607843
32232,0
32233,0
32234,0
32235,0
32236,0.125
32237,0
32238,0
32239,0
32240,0
32241,0.833333333
32242,0.666666667
32243,0
32244,0
32245,1
32246,0
32247,0.058823529
32248,3
32249,0
32250,0
32251,0
32252,0
32253,inf
32254,0.083333333
32255,0
32256,0
32257,
32258,1
32259,0
32260,0.5
32261,0
32262,inf
32263,1.75
32264,0.571428571
32265,3
32266,0.142857143
32267,0
32268,1
32269,0
32270,
32271,0
32272,0
32273,0
32274,0
32275,0
32276,0
32277,0.025641026
32278,0.2
32279,
32280,0.5
32281,1.166666667
32282,0.047619048
32283,0
32284,0
32285,
32286,1.5
32287,12
32288,0
32289,0
32290,0
32291,0
32292,0.142857143
32293,inf
32294,0
32295,0
32296,0
32297,0
32298,0
32299,0
32300,0
32301,0
32302,0
32303,0
32304,6
32305,0
32306,7
32307,
32308,0
32309,0
32310,0
32311,0
32312,0
32313,0
32314,
32315,0
32316,3.333333333
32317,0
32318,0.16
32319,0
32320,0
32321,0
32322,
32323,0.166666667
32324,0
32325,0.5
32326,0
32327,0
32328,0.090909091
32329,0
32330,0
32331,0.0625
32332,0
32333,0.8
32334,0
32335,0
32336,0
32337,0
32338,0.208333333
32339,0
32340,0
32341,0.041666667
32342,inf
32343,0.083333333
32344,0
32345,0
32346,0
32347,0.076923077
32348,0
32349,0
32350,1.5
32351,0
32352,0
32353,inf
32354,0
32355,0
32356,0.6875
32357,inf
